Name,Inventory Icon,Caption,Object Map Link,Element,Additional Element Attack Power (AOE),Additional Element Attack Power (Ranged),Additional Element Attack Power (Rod),Element Cooldown,Destroyed on Hit,Fusable,Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Fuse Replace Properties,Fuse Cut or Blunt,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Fuse Property 6,Fuse Property 7,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Base Effect Duration,Cooking Effect Time Boost Duration,Cooking Effect Time Boost Success Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Wettability,Forest Dweller Cooldown (First Use),Forest Dweller Cooldown,Name (Japanese),Caption (Japanese),IsUsable,IsEditAttachParamForArrow,IsOverrideDamageAttribute,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Chillfin Trout,,"This blue trout prefers cold bodies of water.
Its skin contains enzymes that keep its body
cool, and when cooked into a dish, it will
temporarily boost your heat resistance.",Chillfin Trout,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Heat Resistance,3,00:30,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ヒンヤリマス,"冷たい水場を好む 青いマス  
その皮には 身体を冷やす成分が含まれるといわれ
調理して食べると 暑さに耐性を持つ事ができる",TRUE,-,-,CookFish,-,-,Trout,-,Item_FishGet_C,Fish,06,780,057,077
Sizzlefin Trout,,"This red trout prefers warm bodies of water.
It has a special organ specifically for storing
heat. When cooked into a dish, it temporarily
boosts your resistance to the cold.",Sizzlefin Trout,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Cold Resistance,3,00:30,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ポカポカマス,"暖かい水場を好む赤いマス 体内に熱を蓄える
特殊な臓器を持ち 食材として使うと 体を芯から
温める効能を持つ料理を作る事ができる",TRUE,-,-,CookFish,-,-,Trout,-,Item_FishGet_J,Fish,06,775,058,078
Voltfin Trout,,"This trout makes its home in the freshwater
lakes. Its scales have an insulating
compound that, when cooked into a dish,
offers resistance to electricity.",Voltfin Trout,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Shock Resistance,3,00:30,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ビリビリマス,"湖などの淡水に棲むマス
絶縁成分を含む鱗は 食材に使うと
電気に耐性を得られる料理になる",TRUE,-,-,CookFish,-,-,Trout,-,Item_FishGet_D,Fish,06,770,059,079
Stealthfin Trout,,"Consuming the bioluminescent compound
that makes this fish glow in the dark will
increase concentration. Dishes cooked
with it will suppress noise when consumed.",Stealthfin Trout,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stealth Up,2,00:30,-,-,10,40,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,シノビマス,"暗いところで光る魚  鱗が持つ発光物質には
集中力を高める成分が含まれており 料理に使うと
慎重に物音を立てずに行動できるようになる",TRUE,-,-,CookFish,-,-,Trout,-,Item_FishGet_X,Fish,06,765,060,080
Mighty Carp,,"This freshwater fish lives alongside its less
mighty carp ilk. A compound in its liver
promotes muscle growth. Dishes cooked with
it will temporarily increase your attack power.",Mighty Carp,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,2,00:30,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ツルギゴイ,"淡水に生息するコイの仲間
キモに含まれる成分に 筋力増強効果があるとされ
料理して食べると 攻撃力が増す",TRUE,-,-,CookFish,-,-,Carp,-,Item_FishGet_E,Fish,06,760,061,081
Armored Carp,,"Calcium deposits in the scales of this ancient
fish make them as hard as armor. Cooking it
into a dish will fortify your bones, temporarily
increasing your defense.",Armored Carp,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,2,00:30,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ヨロイゴイ,"硬い鎧のような鱗を持った古代魚
料理に使うと 鱗に蓄えられた成分で
骨が強くなり 防御力が増す",TRUE,-,-,CookFish,-,-,Carp,-,Item_FishGet_H,Fish,06,755,062,082
Sanke Carp,,"This wild armored carp has been bred into
a prizewinning fish. Its beautifully colored
markings do not occur in nature. It offers
no special effects when cooked.",Sanke Carp,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,00:30,-,-,20,80,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,サンケゴイ,"野生のヨロイゴイを人の手で改良した観賞魚
自然界には存在しない美しい色と模様を持つ
料理に使っても特別な効果はない",TRUE,-,-,CookFish,-,-,Carp,-,Item_FishGet_Z,Fish,06,750,063,083
Ancient Arowana,,"A lively fish that hasn't changed much since
ancient times. Its nutritious meat can restore
a bit of health.",Ancient Arowana,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,6,24,-,-,1,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ムカシアロワナ,"今もなお太古の姿を残す 活力あふれる魚
引き締まった身は栄養たっぷりで
食べるとハートを回復する事ができる",TRUE,-,-,CookFish,-,-,-,-,Item_FishGet_AA,Fish,06,745,064,084
Glowing Cave Fish,,"A luminous fish that lives in dark caves. When
consumed, its light enzyme can make one's
body glow.",Glowing Cave Fish,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Glow,2,00:30,-,-,6,24,-,-,3,15,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,アカリホラウオ,"暗い洞窟の中に生息する 発光する魚
その光る酵素を含んだ料理は
食べた者の身体を光らせる効能がある",TRUE,-,-,CookFish,-,-,-,-,Item_FishGet_AC,Fish,06,740,065,085
Mighty Porgy,,"This ocean-dwelling fish comes with one rude
attitude. The compounds in its flesh elevate
your competitive spirit when it's cooked into
a dish, thus increasing your attack power.",Mighty Porgy,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,3,00:30,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ツルギダイ,"海にいる気性の荒い魚
調理して食べると 身に含まれる成分により
闘争心が向上し 攻撃力が増すといわれる",TRUE,-,-,CookFish,-,-,Porgy,-,Item_FishGet_F,Fish,06,735,066,086
Armored Porgy,,"This porgy's body is covered in armor-hard
scales. The compounds in its scales, when
cooked into a dish, fortify your bones and
temporarily boost your defense.",Armored Porgy,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,3,00:30,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ヨロイダイ,"全身が硬い鱗で覆われているタイ
料理に使うと 鱗に蓄えられた成分で
骨が頑強になり 防御力が増える",TRUE,-,-,CookFish,-,-,Porgy,-,Item_FishGet_G,Fish,06,730,067,087
Sneaky River Snail,,"This large, glow-in-the-dark snail lives in
fresh water. When cooked into a dish, it
heightens your senses so you can move
about silently.",Sneaky River Snail,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stealth Up,1,00:30,-,-,6,24,-,-,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,シノビタニシ,"淡水に生息する大きな巻き貝 料理に使うと
聴覚が鋭くなり 物音を立てずに行動できる
ようになる 夜になるとホタルのような光を放つ",TRUE,-,-,CookFish,-,-,Seafood,-,Item_FishGet_M,Fish,06,725,068,088
Razorclaw Crab,,"This crab is well known for its exceptionally
sharp pincers. When cooked, the strength
compound in its claws will increase your
attack power.",Razorclaw Crab,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,2,00:30,-,-,8,32,-,-,0,9,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ツルギガニ,"水辺に生息する 鋭いハサミが特徴のカニ
ハサミの肉には 筋力を上げる成分が含まれており
調理して食べると 攻撃力が増す",TRUE,-,-,CookFish,-,-,Seafood,Crab,Item_InsectGet_K,Fish,06,720,069,089
Ironshell Crab,,"This crab's shell is particularly hard. When
cooked into a dish, its fat and meat bolster
the body to increase your defense.",Ironshell Crab,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,2,00:30,-,-,8,32,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ヨロイガニ,"カニの中でも特別に硬い殻を持つ ミソや身には
体を丈夫にする栄養素があると言われ
調理して食べると 防御力が増す効果がある",TRUE,-,-,CookFish,-,-,Seafood,Crab,Item_InsectGet_O,Fish,06,715,070,090
Bright-Eyed Crab,,"This crab appears in large numbers when it
rains. One bite of its delectable meat, and
you'll forget all your exhaustion. Replenishes
your stamina when cooked into a dish.",Bright-Eyed Crab,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stamina Recovery,2,-,-,-,8,32,-,-,10,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.1,-,-,ガンバリガニ,"雨が降ると大量に現れる事で有名
身がしっかりしており 疲れを忘れる旨味を持つ
料理に使えば がんばりゲージを回復できる",TRUE,-,-,CookFish,-,-,Seafood,Crab,Item_InsectGet_Z,Fish,06,710,071,091
Fairy,,"This fairy will fly from your pouch and heal
you the moment you lose your last heart.
It's easily mistaken for a firefly at first, but
it glows in the daylight as well as night.",Fairy,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,2,-,-,-,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.1,-,-,妖精,"力尽きてしまった時にポーチから飛び出して 
瞬時に傷をいやしてくれる
ホタルと違い 昼間も淡く輝いている",TRUE,-,-,CookOther,-,-,-,-,Animal_Insect_F,Fairy,07,,072,092
Winterwing Butterfly,,"The powdery scales of this butterfly's wings
cool the air near it. Watching it flutter around
snowflakes is a thing of beauty. Cook it with
monster parts for a heat-resistance elixir.",Winterwing Butterfly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Heat Resistance,1,00:30,-,-,2,-,-,Blue,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヒンヤリアゲハ,"空気を冷やすリンプンを持つ 不思議なチョウ
雪に交じって舞う姿が美しい 
魔物の素材と煮込むと 暑さに耐えられる薬になる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_N,Insect,08,99,073,093
Summerwing Butterfly,,"A butterfly found in the woods and plains of
warm regions. Its wings absorb the warmth of
the sun. Cook it with monster parts to create
an elixir that makes you feel warm and fuzzy.",Summerwing Butterfly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cold Resistance,1,00:30,-,-,2,-,-,Red,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ポカポカアゲハ,"森や平原などの暖かい地域に生息するチョウ
太陽の光をため込んだリンプンは
魔物の素材と煮込むと 体を温める薬になる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_Q,Insect,08,96,074,094
Thunderwing Butterfly,,"This rare butterfly only shows itself when it
rains. The organs in its body produce an
insulating compound. When made into
an elixir, it offers electrical resistance.",Thunderwing Butterfly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shock Resistance,1,00:30,-,-,2,-,-,Yellow,0,9,-,-,4am - 9pm,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ビリビリアゲハ,"雨が降る時にしか姿を見せない 珍しいチョウ
体内器官で絶縁成分を作り出す性質を持つ
煮詰めて薬にすると 電撃に耐性を得られる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_R,Insect,08,93,075,095
Smotherwing Butterfly,,"This rare butterfly lives in volcanic regions.
Its body contains a heat-resistant liquid,
which can be turned into a topical elixir
that offers resistance to flames.",Smotherwing Butterfly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Flame Guard,2,00:30,-,-,2,-,-,Gray,0,24,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヒケシアゲハ,"高熱の火山地帯に生息する 珍しいチョウ
耐燃性の高い体液を 体内にため込んでおり
煮込んで作る塗り薬は 炎に耐える効果を発揮する",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_AB,Insect,08,91,076,096
Cold Darner,,"This dragonfly prefers the cool shade of
trees to the warmth of the sun. Its wings
disperse heat from its body, which can be
cooked into a heat-resistance elixir.",Cold Darner,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Heat Resistance,2,00:30,-,-,2,-,-,Blue,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヒンヤリヤンマ,"木陰など 涼しい場所を好むトンボ
青く透き通った羽は 放熱成分を持つといわれ
煮詰めると 暑さに耐性を発揮する薬となる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_C,Insect,08,89,077,097
Warm Darner,,"This dragonfly has a special organ that
causes it to sweat profusely. Cook it with
monster parts for an elixir that will raise your
core temperature so you can resist the cold.",Warm Darner,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cold Resistance,2,00:30,-,-,2,-,-,Red,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ポカポカヤンマ,"羽の先端の赤い模様が特徴的なトンボ
羽に発汗作用がある成分を持ち
魔物の素材と煮詰めると 寒さに耐性を得られる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_T,Insect,08,86,078,098
Electric Darner,,"This rare dragonfly only appears in the rain.
Its wings direct electricity away from its body.
Cook it with monster parts for an electricity-
resistance elixir.",Electric Darner,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shock Resistance,2,00:30,-,-,2,-,-,Yellow,0,15,-,-,4am - 9pm,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ビリビリヤンマ,"雨がふる時にしか姿を見せない 珍しいトンボ 
長い羽は電流を体外へ逃がす特殊な成分を持ち 
薬にするとその効能から 耐電性が向上する",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_I,Insect,08,83,079,099
Energetic Rhino Beetle,,"This valuable beetle can live up to 10
years. When cooked with monster parts,
its impressive vitality translates into an
elixir that will greatly restore your stamina.",Energetic Rhino Beetle,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stamina Recovery,6,00:30,-,-,30,-,-,Yellow,0,9,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ガンバリカブト,"10年も生きるとされる 貴重なカブトムシ
その強力な生命力は 薬にすると
がんばりゲージを一気に回復する効果を生み出す",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_AA,Insect,08,79,083,100
Bladed Rhino Beetle,,"This beetle's razor-sharp horns demand that
you handle it with care. Boil the horns
alongside monster parts to concoct an elixir
that will raise your attack power.",Bladed Rhino Beetle,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Attack Up,1,00:30,-,-,4,-,-,Navy,0,9,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ツルギカブト,"森に生息する昆虫の王様  大きな角は
煮込んで薬にすると 筋肉の血流量を増やす
効果があるといわれ 攻撃力が増す",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_G,Insect,08,76,081,101
Rugged Rhino Beetle,,"This beetle's hard body resembles armor.
When the shell is cooked with monster parts,
the resulting elixir boosts your defense.",Rugged Rhino Beetle,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Defense Up,1,00:30,-,-,4,-,-,Green,0,0,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヨロイカブト,"鎧のように硬い体を持つカブトムシ
その殻の成分は 煮込んで薬にすると 
体幹を強化する効能があり 防御力が増す",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_P,Insect,08,73,082,102
Sunset Firefly,,"This firefly glows gently in the dark. When
cooked with monster parts, the compound
that causes it to glow results in an elixir that
will allow you to move more quietly.",Sunset Firefly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stealth Up,1,00:30,-,-,2,-,-,Purple,0,15,-,-,9pm - 4am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,シズカホタル,"夜になると淡く光る昆虫 体内に持つ発光物質は
集中力を高める効果もあるといわれ
薬にすると物音を立てずに行動が可能になる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_E,Insect,08,69,084,103
Deep Firefly,,"A multi-winged insect that lives in the Depths.
It excretes luminescent elements that can be
cooked into an elixir, which will add a faint
glow to anyone who consumes it.",Deep Firefly,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Glow,2,00:30,-,-,2,-,-,Brown,0,39,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヤミホタル,"暗い深穴に生息している 連なる羽をもつ虫
分泌する発光成分を煮詰めると 薬になり
服用者の身体が 淡く光る効果が得られる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_AI,Insect,08,66,085,104
Restless Cricket,,"A very energetic cricket. Cook it
with monster parts to create a
stamina-recovery elixir.",Restless Cricket,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stamina Recovery,1,00:30,-,-,2,-,-,Green,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ガンバリバッタ,"エサを求めて丸一日 跳ね続けるスタミナを持つ
通称ガンバッタ 体内に蓄えられた滋養分は
がんばりゲージを回復する薬の元となる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_H,Insect,08,59,080,105
Tireless Frog,,"This rare frog prefers dark and moist places.
When cooked with monster parts, the elixir
it produces will temporarily increase your
maximum stamina.",Tireless Frog,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Extra Stamina,2,-,-,-,20,-,-,Crimson,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ガッツガエル,"暗く湿った場所を好み あまり姿を見せないカエル
キモが持つ成分に 代謝を活発にする効能があり
薬にすると がんばりゲージが限界を超えて増える",FALSE,-,-,CookInsect,-,-,-,-,Animal_Insect_B,Frog,09,,087,106
Hot-Footed Frog,,"A quick frog that can be found
hopping around near water. Cook it with
monster parts to draw out its speed-boost
effect.",Hot-Footed Frog,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Speed Up,2,00:30,-,-,2,-,-,Green,10,30,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ゴーゴーガエル,"水辺を素早く跳ね回るカエル
その肉には俊敏性を増す物質が含まれており
魔物の素材と煮込むと 移動速度を上げる薬になる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_A,Frog,09,49,086,107
Sticky Frog,,"This frog likes to cling to walls and hang out.
It oozes a substance that climbers can use
to cling to wet surfaces.",Sticky Frog,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slip Resistance,2,00:30,-,-,10,-,-,Blue,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ハリツキガエル,"壁にくっついて じっとしているカエル
分泌する成分は 滑り止めの代わりに使え
濡れた壁面を登りやすくなる薬が作れる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_AG,Frog,09,46,088,108
Hearty Lizard,,"This rare lizard lives deep in the forests. It
feeds on high-nutrient foods, giving it great
vitality. When used to make elixirs, they
temporarily increase your maximum hearts.",Hearty Lizard,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Extra Hearts,16,00:30,-,-,20,-,-,Blue,0,5,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,マックストカゲ,"主に深い森に住む 希少なトカゲ
栄養価の高い餌を食べ 生命力が非常に強い 
薬の材料にすると ハートの最大値が大きく上がる",FALSE,-,-,CookInsect,-,-,-,-,Animal_Insect_M,Lizard,10,,090,109
Hightail Lizard,,"A lizard found throughout Hyrule. It's a bit
slow to react at times, but if given a chance
to escape, it will dart off quickly. Cook it with
monster parts for a speed-boosting elixir.",Hightail Lizard,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Speed Up,1,00:30,-,-,2,-,-,Brown,0,21,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ゴーゴートカゲ,"草地や森で見かけられる とても素早く走るトカゲ
その肉には 脚の筋力増強効果があるといわれ
魔物素材と煮込めば 移動速度を上げる薬になる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_S,Lizard,10,39,089,110
Fireproof Lizard,,"This rare lizard can only be found in the
Eldin region. Its scales have heat-resistant
properties, so when cooked with monster
parts, it produces a fire-resistance elixir.",Fireproof Lizard,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Flame Guard,1,00:30,-,-,5,-,-,Gray,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ヒケシトカゲ,"オルディン地方にだけ生息する 特殊なトカゲ
鱗には耐火成分がたっぷり含まれており
魔物の素材と煮込むと 炎に耐えられる薬となる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_X,Lizard,10,36,091,111
Sticky Lizard,,"The suction of its toes allows this lizard to
easily cling to walls. It could be an asset
for a climber on wet surfaces if it were mixed
into an elixir.",Sticky Lizard,-,-,-,-,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slip Resistance,1,00:30,-,-,8,-,-,White,0,24,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.1,-,-,ハリツキトカゲ,"吸盤状の手足で どんな壁でも登っていくトカゲ
煮詰めて吸着する成分を 凝縮する事で
滑る壁面を登りやすくなる薬が作れる",TRUE,-,-,CookInsect,-,-,-,-,Animal_Insect_AH,Lizard,10,33,092,112
Diamond,,"The most precious ore one can find. Its
signature sparkle has charmed Hyruleans for
generations. As such, it has sold for a very
high price since ancient times.",Diamond,-,-,-,-,-,FALSE,TRUE,25,26,19,25,25,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,-,-,500,2000,-,White,13,27,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ダイヤモンド,"鉱脈から採れる鉱石の中では もっとも貴重
美しい輝きは 古来より人々の心を捉え
大変な高値で取引されてきた",FALSE,FALSE,FALSE,CookOre,-,-,-,-,Item_Ore_A,Ore,11,,-,113
Ruby,,"A precious red ore mined from large ore
deposits. Rubies contain the power of fire and
have fetched a high price since ancient times.",Ruby,Fire,80,6,12,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Rod,Warm,Fire Burst,-,-,-,-,-,-,-,-,110,440,-,Red,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ルビー,"鉱脈から採れる貴重な鉱石
紅玉とも呼ばれ 炎の力を秘めると言われる
古来よりかなり高値で取引されてきた",FALSE,FALSE,FALSE,CookOre,-,-,-,-,Item_Ore_B,Ore,11,,-,114
Sapphire,,"A precious blue ore mined from natural rock
formations. Sapphires contain the very
essence of ice. They've been known to
fetch a high price since ancient times.",Sapphire,Ice,80,4,8,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Rod,Cold,Ice Burst,-,-,-,-,-,-,-,-,150,600,-,Blue,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,サファイア,"鉱脈から採れる貴重な鉱石
青玉とも呼ばれ 氷の力を秘めると言われる
古来よりかなり高値で取引されてきた",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_C,Ore,11,,-,115
Topaz,,"This precious yellow ore contains the power
of electricity. It's been known to fetch a
high price since ancient times.",Topaz,Electric,80,5,10,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Rod,Electric Burst,-,-,-,-,-,-,-,-,-,80,320,-,Yellow,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,トパーズ,"鉱脈から採れる貴重な鉱石
黄玉とも呼ばれ 電気の力を秘めると言われる
古来より高値で取引されてきた",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_D,Ore,11,,-,116
Opal,,"A valuable ore that gives off a mesmerizing
iridescence similar to the inside of a seashell.
It contains the power of water.",Opal,Water,10,3,6,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Rod,Water Burst,Extra Water Attack Power,-,-,-,-,-,-,-,-,30,120,-,Light Yellow,0,376,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オパール,"鉱脈から採れる鉱石の一つ
貝殻のように複雑で美しい光を放つ石で
水の力を宿すと言われる",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_E,Ore,11,,-,117
