Actor Name,Name,Drop Table Name,Drop Reason,Drop,Amount,Drop Chance
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Ice,,Lizalfos Talon,2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Ice,,Ice-Breath Lizalfos Tail,1,25%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Ice,,Arrow x 5,2,40%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Ice,,Ice Fruit,5,50%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Thunder,,Ice-Breath Lizalfos Horn,1,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Thunder,,Lizalfos Talon,2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Thunder,,Ice-Breath Lizalfos Tail,1,25%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Thunder,,Arrow x 5,2,40%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Thunder,,Shock Fruit,5,50%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Bomb,,Ice-Breath Lizalfos Horn,1,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Bomb,,Lizalfos Talon,2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Bomb,,Ice-Breath Lizalfos Tail,1,25%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Bomb,,Arrow x 5,2,40%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Bomb,,Bomb Flower,5,50%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus,,Ice-Breath Lizalfos Horn,1,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus,,Lizalfos Talon,2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus,,Ice-Breath Lizalfos Tail,1,25%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus,,Zonaite,1-2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus_Arrow,,Ice-Breath Lizalfos Horn,1,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus_Arrow,,Lizalfos Talon,2,100%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus_Arrow,,Ice-Breath Lizalfos Tail,1,25%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus_Arrow,,Arrow x 5,2,40%
Enemy_Lizalfos_Ice_GerudoCanyon_Popup,Ice-Breath Lizalfos,Minus_Arrow,,Zonaite,1-2,100%
Enemy_Lizalfos_Junior,Lizalfos,,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Arrow,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Arrow,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Arrow,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Arrow,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Zora_Arrow,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Zora_Arrow,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Zora_Arrow,,Arrow x 5,1-2,70%
Enemy_Lizalfos_Junior,Lizalfos,Zora_Arrow,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Fire,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Fire,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Fire,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Fire,,Fire Fruit,5,50%
Enemy_Lizalfos_Junior,Lizalfos,Fire,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Ice,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Ice,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Ice,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Ice,,Ice Fruit,5,50%
Enemy_Lizalfos_Junior,Lizalfos,Ice,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Thunder,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Thunder,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Thunder,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Thunder,,Shock Fruit,5,50%
Enemy_Lizalfos_Junior,Lizalfos,Thunder,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Bomb,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Bomb,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Bomb,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Bomb,,Bomb Flower,5,50%
Enemy_Lizalfos_Junior,Lizalfos,Bomb,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Minus,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Minus,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Minus,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Minus,,Zonaite,1-2,100%
Enemy_Lizalfos_Junior,Lizalfos,Minus_Arrow,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,Minus_Arrow,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,Minus_Arrow,,Arrow x 5,2,30%
Enemy_Lizalfos_Junior,Lizalfos,Minus_Arrow,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Junior,Lizalfos,Minus_Arrow,,Zonaite,1-2,100%
Enemy_Lizalfos_Junior,Lizalfos,LastBattle,,,,100%
Enemy_Lizalfos_Junior,Lizalfos,LastBattle,,Lizalfos Talon,1,30%
Enemy_Lizalfos_Junior,Lizalfos,LastBattle,,Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Arrow,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Arrow,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Arrow,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Arrow,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Zora_Arrow,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Zora_Arrow,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Zora_Arrow,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Zora_Arrow,,Arrow x 5,1-2,70%
Enemy_Lizalfos_Middle,Blue Lizalfos,Fire,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Fire,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Fire,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Fire,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Fire,,Fire Fruit,5,50%
Enemy_Lizalfos_Middle,Blue Lizalfos,Ice,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Ice,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Ice,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Ice,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Ice,,Ice Fruit,5,50%
Enemy_Lizalfos_Middle,Blue Lizalfos,Thunder,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Thunder,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Thunder,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Thunder,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Thunder,,Shock Fruit,5,50%
Enemy_Lizalfos_Middle,Blue Lizalfos,Bomb,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Bomb,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Bomb,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Bomb,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Bomb,,Bomb Flower,5,50%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus,,Zonaite,1-2,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus_Arrow,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus_Arrow,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus_Arrow,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus_Arrow,,Arrow x 5,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,Minus_Arrow,,Zonaite,1-2,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,LastBattle,,,,100%
Enemy_Lizalfos_Middle,Blue Lizalfos,LastBattle,,Lizalfos Talon,2,40%
Enemy_Lizalfos_Middle,Blue Lizalfos,LastBattle,,Blue Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Arrow,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Arrow,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Arrow,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Arrow,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Zora_Arrow,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Zora_Arrow,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Zora_Arrow,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Zora_Arrow,,Arrow x 5,1-2,70%
Enemy_Lizalfos_Senior,Black Lizalfos,Fire,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Fire,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Fire,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Fire,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Fire,,Fire Fruit,5,50%
Enemy_Lizalfos_Senior,Black Lizalfos,Ice,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Ice,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Ice,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Ice,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Ice,,Ice Fruit,5,50%
Enemy_Lizalfos_Senior,Black Lizalfos,Thunder,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Thunder,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Thunder,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Thunder,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Thunder,,Shock Fruit,5,50%
Enemy_Lizalfos_Senior,Black Lizalfos,Bomb,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Bomb,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Bomb,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Bomb,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Bomb,,Bomb Flower,5,50%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus,,Zonaite,1-2,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus_Arrow,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus_Arrow,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus_Arrow,,Black Lizalfos Tail,1,25%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus_Arrow,,Arrow x 5,2,40%
Enemy_Lizalfos_Senior,Black Lizalfos,Minus_Arrow,,Zonaite,1-2,100%
Enemy_Lizalfos_Senior,Black Lizalfos,LastBattle,,,,100%
Enemy_Lizalfos_Senior,Black Lizalfos,LastBattle,,Lizalfos Talon,2,80%
Enemy_Lizalfos_Senior,Black Lizalfos,LastBattle,,Black Lizalfos Tail,1,25%
Enemy_Lynel_Boss,Lynel (Armored),,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Arrow,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Arrow,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Arrow,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Arrow,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Arrow,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Fire,,Fire Fruit,3-5,100%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Ice,,Ice Fruit,3-5,100%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Thunder,,Shock Fruit,3-5,100%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Bomb,,Bomb Flower,3-5,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus,,Large Crystallized Charge,1-2,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Lynel Saber Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Lynel Hoof,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Lynel Guts,1,0%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Arrow x 10,2,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Lynel Mace Horn,1,100%
Enemy_Lynel_Boss,Lynel (Armored),Minus_Arrow,,Large Crystallized Charge,1-2,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Arrow,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Arrow,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Arrow,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Arrow,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Arrow,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Fire,,Fire Fruit,7-9,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Ice,,Ice Fruit,7-9,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Thunder,,Shock Fruit,7-9,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Bomb,,Bomb Flower,7-9,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus,,Large Crystallized Charge,1-2,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Silver Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Lynel Hoof,4,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Lynel Guts,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Arrow x 10,3-5,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Silver Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),Minus_Arrow,,Large Crystallized Charge,1-2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Arrow,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Arrow,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Arrow,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Arrow,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Arrow,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Fire,,Fire Fruit,4-6,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Ice,,Ice Fruit,4-6,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Thunder,,Shock Fruit,4-6,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Bomb,,Bomb Flower,4-6,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Lynel Guts,1,20%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Arrow x 10,2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Blue-Maned Lynel Mace Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus,,Large Crystallized Charge,1-2,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus_Arrow,,Blue-Maned Lynel Saber Horn,1,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus_Arrow,,Lynel Hoof,2-3,100%
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),Minus_Arrow,,Lynel Guts,1,20%
