Name,Type,ActorName,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Gerudo Canyon,Location,GerudoCanyon,Gerudo Canyon,-2308.2344,-2216.004,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Summit,Location,GerudoSummit,Gerudo Summit,-4104.676,-699.1396,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruto Mountain,Location,GibururuMt,Ruto Mountain,3243.232,-94.80029,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Floria,Location,GimpoMt,Mount Floria,1931.0382,-2777.7593,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nero Hill,Location,GisaHill,Nero Hill,-3638.6348,948.8678,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper Ridge,Location,GishiHill,Piper Ridge,-3478.0706,679.18066,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuft Mountain,Location,GobyMt,Tuft Mountain,2566.6294,-3474.8127,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Plateau,Location,GoinaPlateau,Pierre Plateau,2213.0557,-944.0733,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuho Mountain,Location,HawkMt,Cuho Mountain,-3834.2827,1326.9097,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra East Summit,Location,HeburaEastSummit,Hebra East Summit,-2752.838,3053.6663,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icefall Foothills,Location,HeburaIcicle,Icefall Foothills,-4311.6025,3792.5413,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra North Crest,Location,HeburaMt_North,Hebra North Crest,-3539.2683,3740.2095,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra North Summit,Location,HeburaNorthSummit,Hebra North Summit,-3983.6406,3612.7207,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Peak,Location,HeburaPeak,Hebra Peak,-2770.6824,2913.745,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra South Summit,Location,HeburaSouthSummit,Hebra South Summit,-3471.1555,2576.249,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra West Summit,Location,HeburaWestSummit,Hebra West Summit,-4422.7983,2722.941,-105,-4455,3171,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemaar's Descent,Location,HemaHill,Hemaar's Descent,-4239.648,-152.97552,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meda Mountain,Location,HimeidaMt,Meda Mountain,2548.4478,-2461.164,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Hylia,Location,HyliaMt,Mount Hylia,-1277.1523,-2180.2441,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibara Butte,Location,IbaraPlateau,Ibara Butte,765.2322,-3789.279,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talus Plateau,Location,IkokoPlateau,Talus Plateau,4444.8457,-365.49,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elma Knolls,Location,ImeruMt,Elma Knolls,-415.30298,1796.7875,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Rozudo,Location,JijigegeMt,Mount Rozudo,2377.4458,-2195.2505,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zokassa Ridge,Location,KagossaMt,Zokassa Ridge,-556.5149,-3222.2815,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whistling Hill,Location,KakufusaPlain,Whistling Hill,151.76251,-851.83875,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Faloraa,Location,KapporeMt,Mount Faloraa,-925.6411,-2629.127,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvash Peak,Location,KasuraMt,Corvash Peak,-3243.397,2422.5327,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaepora Pass,Location,KazusuPass,Kaepora Pass,4114.774,1206.4218,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindor's Brow,Location,KikinosaMt,Lindor's Brow,-1939.7249,1340.1826,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Lindor,Location,KikinosaPlain,Upland Lindor,-2544.851,1279.4142,-105,-2231,1345,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak of Awakening,Location,KimarikaMt,Peak of Awakening,2912.347,-1463.0337,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirvata Plateau,Location,KimarikaPlateau,Nirvata Plateau,3200.9785,-1385.7667,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Daphnes,Location,KinshoiMt,Mount Daphnes,-1105,-556.2332,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Bluff,Location,KirisasaPlateau,Lanayru Bluff,2929.4978,-1244.7957,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonooru's Stand,Location,KiriyabuMt,Bonooru's Stand,2153.1897,-1130.3082,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Akkala Foothill,Location,KitakkarePlateau,North Akkala Foothill,4177.499,2915.455,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breman Peak,Location,KuroidaPlateau,Breman Peak,2134.7354,-2577.8232,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Rhoam,Location,KutiffMt,Mount Rhoam,-2690.956,776.0194,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Mountain,Location,MapArea_DeathMountain,Death Mountain,2530.13,2479.4666,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Mountains,Location,MapArea_EldinMountains,Eldin Mountains,1310.0756,3375.6157,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Highlands,Location,MapArea_GerudoHighlands,Gerudo Highlands,-4088.5078,-843.23987,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Mountains,Location,MapArea_HeburaMountains,Hebra Mountains,-3079.067,3024.6821,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule Ridge,Location,MapArea_HyruleHill,Hyrule Ridge,-2382.6243,407.07727,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Lanayru,Location,MapArea_LiveMountain,Mount Lanayru,3882.3994,-1120.2402,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Highlands,Location,MapArea_TamulPlateau,Akkala Highlands,3476.8496,2205.8804,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salari Hill,Location,MarittaHill,Salari Hill,-1443.9471,1343.8732,-105,-1339,1523,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ploymus Mountain,Location,MemeMt,Ploymus Mountain,3853.2507,660.0387,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rospro Pass,Location,MezusuPass,Rospro Pass,-3574.702,2363.096,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnot Mountain,Location,MizemakuMt,Walnot Mountain,4170.002,-1922.0071,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scout's Hill,Location,MomoMt,Scout's Hill,-20.78064,-1898.3446,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulri Mountain,Location,MoriMt,Ulri Mountain,3612.613,2093.094,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daval Peak,Location,MorudaMt,Daval Peak,-1391.4855,-3599.8108,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Granajh,Location,MorugaMt,Mount Granajh,-1376.0925,-3361.4353,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temto Hill,Location,NaganizaHill,Temto Hill,2381.7632,-3400.4102,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephra Hill,Location,NefraHill,Nephra Hill,-2166.3547,-1509.3517,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanalet Ridge,Location,NishakkarePlain,Kanalet Ridge,3308.855,1906.9763,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebon Mountain,Location,PongagaMt,Ebon Mountain,3350.909,-2531.1516,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satori Mountain,Location,PoponMt,Satori Mountain,-2259.383,-288.2556,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zodobon Highlands,Location,PukiroroMt,Zodobon Highlands,2728.6086,-119.19498,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dronoc's Pass,Location,RinosPass,Dronoc's Pass,-3793.1533,2236.1294,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drenan Highlands,Location,RirimukuHighlands,Drenan Highlands,-344.38074,3120.9983,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Drena,Location,RirimukuMt,Mount Drena,-561.4199,2635.1152,-105,-571,2309,-105,-355,2767,-105,-826,2764,-105,-1247,3263,-105,,,,,,,,,,,,,,,,,,,,,
Pillars of Levia,Location,RishakutoPlateau,Pillars of Levia,1849.9119,-1243.9044,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madorna Mountain,Location,RokomakuMt,Madorna Mountain,3821.5686,-1688.9856,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliffs of Ruvara,Location,RuberaHill,Cliffs of Ruvara,-3392.4097,-609.5185,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutimala Hill,Location,RutimaHill,Rutimala Hill,-4527.0254,-1417.0447,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Gustaf,Location,SaiMt,Mount Gustaf,-915.31274,210.85791,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills of Baumer,Location,SanaePlateau,Hills of Baumer,429.7239,-1760.0726,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ternio Trail,Location,SaohPoint,Ternio Trail,2687.7,764.1218,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonto Peak,Location,ShariverMt,Talonto Peak,-3171.5427,2682.1592,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rauru Hillside,Location,ShinyarkiPlateau,Rauru Hillside,497.74777,1537.6544,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safula Hill,Location,SojijiHill,Safula Hill,-1756.4575,-856.55695,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabantha Hills,Location,TabantaHill,Tabantha Hills,-2464.5144,1843.002,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taafei Hill,Location,TafeaHill,Taafei Hill,-2807.4714,-1819.1892,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brynna Plain,Location,TargarPlain,Brynna Plain,3927.2566,-382.12332,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washa's Bluff,Location,TennoMt,Washa's Bluff,-2731.7954,-87.183014,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Taran,Location,TerumeMt,Mount Taran,2483.598,-2676.389,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taran Pass,Location,TerumePass,Taran Pass,2713.6943,-2853.93,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toruma Dunes,Location,TorumaDesert,Toruma Dunes,-4762.801,-2730.9995,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Peaks,Location,TwinsMountain,Dueling Peaks,1358.1024,-1781.7185,-105,1269,-2039,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mable Ridge,Location,UchoPlateau,Mable Ridge,1336.5887,-1424.1989,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Deplian Badlands,Location,WestEunpoHighlands,West Deplian Badlands,16.800262,3454.644,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nette Plateau,Location,AmimePlateau,Nette Plateau,219.73828,-3631.8901,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha's Landing,Location,AnbonBeach,Martha's Landing,1206.6833,-3728.9216,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronbo Beach,Location,AnchoBeach,Toronbo Beach,4498.385,-3552.553,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fural Plain,Location,ArafuraPlain,Fural Plain,446.59302,-3335.2817,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystathi's Shelf,Location,AzimetosPlateau,Mystathi's Shelf,-4044.9194,-405.9199,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gortram Cliff,Location,BaconCliff,Gortram Cliff,1818.7449,1890.8843,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breach of Demise,Location,BantaValley,Breach of Demise,-1437.2133,554.4126,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barula Plain,Location,BarumePlain,Barula Plain,193.44873,-3134.5454,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biron Snowshelf,Location,BironSnow,Biron Snowshelf,-3719.0518,2982.0652,-105,-3929,3319,-105,-4053,3011,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobio's Hollow,Location,BituoValley,Tobio's Hollow,1329.2715,-2564.3208,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coldsnap Hollow,Location,BlizzarValley,Coldsnap Hollow,-3065.7603,2954.228,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samasa Plain,Location,BrostarPlain,Samasa Plain,3238.9143,-567.59,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broca Island,Location,BuhaIslands,Broca Island,2701.1992,1769.6309,-105,2699,1763,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumlea Heights,Location,BuichadaPlateau,Tumlea Heights,4166.957,3153.4443,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windvane Meadow,Location,BumiPlain,Windvane Meadow,-264.64856,-605.4452,-105,-664,-750,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cresia,Location,CresiaPeninsula,Cape Cresia,3420.639,-3807.4753,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukuku Plains,Location,DanioPlain,Ukuku Plains,3950.5142,977.12134,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parache Plains,Location,DatsuPlain,Parache Plains,-348.24304,-3298.6335,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marblod Plain,Location,DekamuPlain,Marblod Plain,2770.1958,-2282.414,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahasra Slope,Location,DokamamaPlain,Sahasra Slope,1265.7698,-772.6583,-105,1378,-1050,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rimba Beach,Location,DotiBeach,Rimba Beach,3167.1404,-3721.0876,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon's Exile,Location,DragonsFar,Dragon's Exile,-4785.0776,-3508.5737,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Barrens,Location,EastGerudo,East Barrens,-2537.6533,-3539.3044,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Peak,Location,EquePlateau,Angel Peak,1715.5012,-2619.629,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadela's Mantle,Location,ErumedaPlateau,Meadela's Mantle,-4100.3423,-1296.489,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Hyrule Plains,Location,GakanakkyoPlain,West Hyrule Plains,-1605.5342,202.0661,-105,-1947,117,-105,-1408,342,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mekar Island,Location,GiankonIsland,Mekar Island,-259.56085,2193.719,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gama Cove,Location,GoanaValley,Gama Cove,3273.6216,-3412.0698,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atun Valley,Location,GumaroValley,Atun Valley,2469.4192,-3259.8618,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guchini Plain,Location,GutinizaPlain,Guchini Plain,869.9221,-3363.7185,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankel Island,Location,GyunaIsland,Ankel Island,4651.7036,1026.9918,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovli Plain,Location,HamiyonPlain,Ovli Plain,3060.0105,-1883.2943,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hateno Beach,Location,HatenoBeach,Hateno Beach,4016.5518,-2314.7,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenoko Island,Location,HatenokoIsland,Tenoko Island,4008.3691,-2944.7773,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Tundra,Location,HeburaTundera,Hebra Tundra,-3395.0532,3297.968,-105,-3310,3077,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarna Valley,Location,HesonaiValley,Yarna Valley,-1867.9241,-2816.8167,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Akkala Plains,Location,HigakkarePlain,East Akkala Plains,4096.214,2148.7083,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylia Island,Location,HyralIslands,Hylia Island,-329.83508,-2638.2441,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilby Valley,Location,IooValley,Trilby Valley,2272.2803,709.5625,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millennio Sandbar,Location,IsakuIslands,Millennio Sandbar,1418.596,-44.872864,-105,1934,-323,-105,1311,-535,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koukot Plateau,Location,JedaPlateau,Koukot Plateau,-2197.6956,-1787.0361,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabia Plain,Location,KaiyanPlain,Rabia Plain,2614.5588,-590.4836,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irch Plain,Location,KakaomePlain,Irch Plain,-901.645,1434.8931,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamah Plateau,Location,KamasuPlateau,Kamah Plateau,1436.4528,-2988.9978,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalian Highlands,Location,KamutariPlateau,Phalian Highlands,2509.431,-1225.7291,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karusa Valley,Location,KarusaValley,Karusa Valley,-4308.1943,-1854.4979,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farosh Hills,Location,KattoriPlateau,Farosh Hills,556.17633,-2487.625,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempest Gulch,Location,KazanaDungeon,Tempest Gulch,3454.6848,3254.7407,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keelay Plain,Location,KihirePlain,Keelay Plain,1492.766,-2867.2695,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koholit Rock,Location,KinmePlateau,Koholit Rock,4654.1533,-3742.7495,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Akkala Valley,Location,KitakkarePlain,North Akkala Valley,3803.3428,2823.346,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kopeeki Drifts,Location,KokuppiSnow,Kopeeki Drifts,-2345.4355,2508.5098,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komo Shoreline,Location,KomoreBeach,Komo Shoreline,698.7559,-3932.4897,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davdi Island,Location,KoshaIsland,Davdi Island,4636.826,608.1184,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanagar Canyon,Location,KukujaValley,Tanagar Canyon,-2918.1792,1180.6229,-105,-2293,1584,-105,-3112,485,-105,-3485,179,-105,-3940,187,-105,,,,,,,,,,,,,,,,,,,,,
Sturnida Basin,Location,KumPlateau,Sturnida Basin,-4109.8423,2850.5027,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darybon Plains,Location,KurindaPrairie,Darybon Plains,-332.9032,-3682.9153,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risoka Snowfield,Location,KurisobeSnow,Risoka Snowfield,-4556.4023,-1090.7507,-105,-4528,-743,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laverra Beach,Location,LaveBeach,Laverra Beach,-174.45685,-3850.024,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rist Peninsula,Location,MacusePeninsula,Rist Peninsula,4616.3994,2242.9976,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harfin Valley,Location,MakuminoValley,Harfin Valley,95.26318,-3394.4514,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule Field,Location,MapArea_CentralHyrule,Hyrule Field,-458.72003,-581.59576,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Necluda,Location,MapArea_EastHateru,East Necluda,2679.2944,-2507.2803,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Canyon,Location,MapArea_EldinCanyon,Eldin Canyon,1852.762,1400.6433,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faron Grasslands,Location,MapArea_FironeGrassland,Faron Grasslands,-423.30347,-3156.432,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Desert,Location,MapArea_GerudoDesert,Gerudo Desert,-3681.5793,-3428.9043,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Wetlands,Location,MapArea_LanayruWetlands,Lanayru Wetlands,1825.7256,-58.98047,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabantha Frontier,Location,MapArea_TabantaFrontier,Tabantha Frontier,-3476.1707,1220.9668,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Akkala,Location,MapArea_TamulOutback,Deep Akkala,3602.1533,3186.161,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Necluda,Location,MapArea_WestHateru,West Necluda,1297.487,-1524.7384,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salari Plain,Location,MarittaPrairie,Salari Plain,-1669.7483,1736.6343,-105,-1254,1761,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulria Grotto,Location,MedakaValley,Ulria Grotto,4186.461,807.6626,-105,4186,788,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectacle Rock,Location,MeganeRock,Spectacle Rock,-2222.0833,-2538.037,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taobab Grassland,Location,MerkayaLowTrees,Taobab Grassland,-1227.8927,-2725.529,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Akkala Plains,Location,MinakkarePlain,South Akkala Plains,3272.705,1352.085,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blatchery Plain,Location,MuguriPlain,Blatchery Plain,2133.1692,-1913.8054,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tal Tal Peak,Location,NagyuPlateau,Tal Tal Peak,4147.1143,339.14575,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lodrum Headland,Location,NaierunPeninsula,Lodrum Headland,4444.7544,-641.6023,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowan Plain,Location,NanaimoPlain,Rowan Plain,-1218.6693,2025.6387,-105,-1109,2267,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapla Point,Location,NaruguPeninsula,Mapla Point,4663.0767,-2372.1997,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Rabac,Location,NikakaIsland,Isle of Rabac,1542.1678,3073.9888,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korne Beach,Location,NitariBeach,Korne Beach,2940.91,-3656.1912,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludfo's Bog,Location,NomyPlain,Ludfo's Bog,-2131.8093,675.50903,-105,-1917,398,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Cliffs,Location,NorthHugeStone,Great Cliffs,-3321.6924,-2247.3538,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Wilds,Location,OkuAkkarePlain,Akkala Wilds,3743.5774,3348.9634,-105,3486,3633,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseira Plains,Location,OoosePlain,Oseira Plains,-882.0316,-3141.2383,-105,-779,-3564,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laparoh Mesa,Location,OrupaPlateau,Laparoh Mesa,-2939.7905,-1207.2308,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torin Wetland,Location,OtsukoWet,Torin Wetland,3601.3076,1636.7739,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knuckel Island,Location,PakanchiIsland,Knuckel Island,4653.2007,815.5294,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stalry Plateau,Location,PaparaPlateau,Stalry Plateau,-1571.5347,-2714.9177,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palu Wasteland,Location,PearlWaste,Palu Wasteland,-3117.933,-2981.8296,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabella Wetlands,Location,RaberaWet,Rabella Wetlands,2419.998,-2782.405,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Abu Ridge,Location,RapikuruPlateau,Ja'Abu Ridge,3910.343,-58.048126,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruto Precipice,Location,RapinyaPlateau,Ruto Precipice,3408.8374,235.48303,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Hyrule Plain,Location,RashamaPlain,North Hyrule Plain,-1313.6733,824.82446,-105,-1169,1133,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Heights,Location,RazezePlateau,Lanayru Heights,2798.9546,-917.7661,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
